target_id,Cluster
TMUE_2000006580.1,C0
TMUE_2000006581.1,C0
TMUE_2000006589.1,C0
TMUE_2000006600.1,C0
TMUE_2000006601.1,C0
TMUE_2000006605.1,C0
TMUE_2000006608.1,C0
TMUE_2000006619.1,C0
TMUE_2000006646.1,C0
TMUE_2000006672.1,C0
TMUE_2000006678.1,C0
TMUE_2000006682.1,C0
TMUE_2000006684.1,C0
TMUE_2000006684.4,C0
TMUE_2000006687.1,C0
TMUE_2000006707.1,C0
TMUE_2000006708.1,C0
TMUE_2000006709.1,C0
TMUE_2000006711.1,C0
TMUE_2000006719.1,C0
TMUE_2000006721.1,C0
TMUE_2000006736.1,C0
TMUE_2000006744.1,C0
TMUE_2000006769.1,C0
TMUE_2000006787.1,C0
TMUE_2000006788.1,C0
TMUE_2000006789.1,C0
TMUE_2000006790.1,C0
TMUE_2000006804.2,C0
TMUE_2000006807.1,C0
TMUE_2000006811.1,C0
TMUE_2000006814.1,C0
TMUE_2000006817.1,C0
TMUE_2000006826.1,C0
TMUE_2000006829.1,C0
TMUE_2000006837.3,C0
TMUE_2000006844.1,C0
TMUE_2000006853.1,C0
TMUE_2000006868.1,C0
TMUE_2000006871.5,C0
TMUE_2000006874.4,C0
TMUE_2000006874.5,C0
TMUE_2000006875.2,C0
TMUE_2000006878.1,C0
TMUE_2000006884.1,C0
TMUE_2000006886.1,C0
TMUE_2000006887.1,C0
TMUE_2000006897.2,C0
TMUE_2000006900.1,C0
TMUE_2000006904.1,C0
TMUE_2000006906.1,C0
TMUE_2000006909.3,C0
TMUE_2000006911.1,C0
TMUE_2000006920.2,C0
TMUE_2000006925.2,C0
TMUE_2000006926.1,C0
TMUE_2000006936.1,C0
TMUE_2000006936.2,C0
TMUE_2000006938.2,C0
TMUE_2000006942.1,C0
TMUE_2000006948.1,C0
TMUE_2000006949.2,C0
TMUE_2000006953.3,C0
TMUE_2000006954.1,C0
TMUE_2000006970.1,C0
TMUE_2000006981.1,C0
TMUE_2000006986.1,C0
TMUE_2000006988.1,C0
TMUE_2000006989.1,C0
TMUE_2000006996.4,C0
TMUE_2000007013.1,C0
TMUE_2000007030.2,C0
TMUE_2000007036.1,C0
TMUE_2000007049.1,C0
TMUE_2000007070.1,C0
TMUE_2000007075.1,C0
TMUE_2000007076.1,C0
TMUE_2000007077.1,C0
TMUE_2000007078.1,C0
TMUE_2000007114.1,C0
TMUE_2000007118.1,C0
TMUE_2000007131.1,C0
TMUE_2000007134.1,C0
TMUE_2000007135.1,C0
TMUE_2000007136.1,C0
TMUE_2000007146.1,C0
TMUE_2000007157.1,C0
TMUE_2000007157.2,C0
TMUE_2000007159.1,C0
TMUE_2000007165.1,C0
TMUE_2000007170.1,C0
TMUE_2000007173.1,C0
TMUE_2000007176.1,C0
TMUE_2000007176.2,C0
TMUE_2000007181.4,C0
TMUE_2000007195.1,C0
TMUE_2000007196.1,C0
TMUE_2000007201.1,C0
TMUE_2000007207.1,C0
TMUE_2000007212.1,C0
TMUE_2000007216.1,C0
TMUE_2000007219.1,C0
TMUE_2000007224.6,C0
TMUE_2000007225.1,C0
TMUE_2000007247.1,C0
TMUE_2000007265.1,C0
TMUE_2000007278.1,C0
TMUE_2000007286.2,C0
TMUE_2000007296.1,C0
TMUE_2000007299.1,C0
TMUE_2000007302.2,C0
TMUE_2000007316.1,C0
TMUE_2000007319.1,C0
TMUE_2000007332.1,C0
TMUE_2000007338.1,C0
TMUE_2000007351.1,C0
TMUE_2000007353.1,C0
TMUE_2000007354.1,C0
TMUE_2000007359.1,C0
TMUE_2000007374.1,C0
TMUE_2000007386.1,C0
TMUE_2000007389.1,C0
TMUE_2000007394.1,C0
TMUE_2000007398.1,C0
TMUE_2000007404.1,C0
TMUE_2000007418.1,C0
TMUE_2000007423.1,C0
TMUE_2000007441.2,C0
TMUE_2000007450.1,C0
TMUE_2000007453.1,C0
TMUE_2000007462.1,C0
TMUE_2000007479.1,C0
TMUE_2000007487.1,C0
TMUE_2000007489.1,C0
TMUE_2000007491.1,C0
TMUE_2000007497.1,C0
TMUE_2000007498.1,C0
TMUE_2000007504.1,C0
TMUE_2000007522.1,C0
TMUE_2000007527.1,C0
TMUE_2000007528.1,C0
TMUE_2000007537.1,C0
TMUE_2000007549.1,C0
TMUE_2000007578.1,C0
TMUE_2000007586.1,C0
TMUE_2000007587.1,C0
TMUE_2000007591.1,C0
TMUE_2000007629.1,C0
TMUE_2000007633.1,C0
TMUE_2000007640.1,C0
TMUE_2000007648.1,C0
TMUE_2000007652.1,C0
TMUE_2000007657.1,C0
TMUE_2000007661.1,C0
TMUE_2000007663.1,C0
TMUE_2000007674.1,C0
TMUE_2000007676.1,C0
TMUE_2000007679.1,C0
TMUE_2000007683.1,C0
TMUE_2000007713.1,C0
TMUE_2000007720.1,C0
TMUE_2000007729.1,C0
TMUE_2000007730.1,C0
TMUE_2000007737.1,C0
TMUE_2000007743.1,C0
TMUE_2000007744.1,C0
TMUE_2000007748.1,C0
TMUE_2000007751.1,C0
TMUE_2000007770.1,C0
TMUE_2000007782.1,C0
TMUE_2000007785.1,C0
TMUE_2000007788.1,C0
TMUE_2000007790.1,C0
TMUE_2000007802.1,C0
TMUE_2000007824.1,C0
TMUE_2000007825.1,C0
TMUE_2000007828.2,C0
TMUE_2000007830.1,C0
TMUE_2000007833.1,C0
TMUE_2000007834.1,C0
TMUE_2000007841.2,C0
TMUE_2000007848.1,C0
TMUE_2000007856.1,C0
TMUE_2000007861.1,C0
TMUE_2000007874.1,C0
TMUE_2000007884.1,C0
TMUE_2000007888.1,C0
TMUE_2000007889.1,C0
TMUE_2000007891.1,C0
TMUE_2000007906.2,C0
TMUE_2000007909.3,C0
TMUE_2000007945.1,C0
TMUE_2000007949.1,C0
TMUE_2000007952.1,C0
TMUE_2000007954.1,C0
TMUE_2000007955.1,C0
TMUE_2000007962.1,C0
TMUE_2000007962.2,C0
TMUE_2000007963.1,C0
TMUE_2000007965.1,C0
TMUE_2000007966.1,C0
TMUE_2000007968.1,C0
TMUE_2000007972.1,C0
TMUE_2000007977.1,C0
TMUE_2000008016.1,C0
TMUE_2000008017.1,C0
TMUE_2000008019.1,C0
TMUE_2000008031.5,C0
TMUE_2000008034.1,C0
TMUE_2000008035.1,C0
TMUE_2000008044.3,C0
TMUE_2000008047.2,C0
TMUE_2000008058.1,C0
TMUE_2000008065.1,C0
TMUE_2000008109.1,C0
TMUE_2000008111.1,C0
TMUE_2000008114.1,C0
TMUE_2000008114.2,C0
TMUE_2000008116.1,C0
TMUE_2000008117.1,C0
TMUE_2000008117.3,C0
TMUE_2000008130.1,C0
TMUE_2000008133.2,C0
TMUE_2000008134.2,C0
TMUE_2000008142.2,C0
TMUE_2000008144.1,C0
TMUE_2000008156.1,C0
TMUE_2000008157.2,C0
TMUE_2000008159.1,C0
TMUE_2000008160.10,C0
TMUE_2000008160.9,C0
TMUE_2000008162.2,C0
TMUE_2000008162.4,C0
TMUE_2000008162.5,C0
TMUE_2000008164.1,C0
TMUE_2000008173.2,C0
TMUE_2000008174.1,C0
TMUE_2000008175.1,C0
TMUE_2000008195.1,C0
TMUE_2000008198.2,C0
TMUE_2000008206.2,C0
TMUE_2000008210.1,C0
TMUE_2000008219.1,C0
TMUE_2000008239.1,C0
TMUE_2000008245.1,C0
TMUE_2000008259.1,C0
TMUE_2000008281.1,C0
TMUE_2000008284.1,C0
TMUE_2000008287.1,C0
TMUE_2000008310.1,C0
TMUE_2000008311.1,C0
TMUE_2000008312.1,C0
TMUE_2000008318.1,C0
TMUE_2000008350.1,C0
TMUE_2000008388.1,C0
TMUE_2000008400.1,C0
TMUE_2000008402.1,C0
TMUE_2000008403.1,C0
TMUE_2000008417.2,C0
TMUE_2000008423.1,C0
TMUE_2000008435.1,C0
TMUE_2000008438.1,C0
TMUE_2000008439.1,C0
TMUE_2000008451.1,C0
TMUE_2000008485.1,C0
TMUE_2000008488.1,C0
TMUE_2000008504.1,C0
TMUE_2000008522.1,C0
TMUE_2000008524.1,C0
TMUE_2000008529.2,C0
TMUE_2000008540.1,C0
TMUE_2000008541.1,C0
TMUE_2000008545.1,C0
TMUE_2000008547.1,C0
TMUE_2000008549.1,C0
TMUE_2000008550.1,C0
TMUE_2000008552.1,C0
TMUE_2000008562.1,C0
TMUE_2000008564.3,C0
TMUE_2000008576.1,C0
TMUE_2000008610.1,C0
TMUE_2000008623.1,C0
TMUE_2000008633.1,C0
TMUE_2000008637.1,C0
TMUE_2000008642.1,C0
TMUE_2000008643.2,C0
TMUE_2000008654.1,C0
TMUE_2000008657.1,C0
TMUE_2000008673.1,C0
TMUE_2000008681.1,C0
TMUE_2000008689.1,C0
TMUE_2000008703.1,C0
TMUE_2000008707.1,C0
TMUE_2000008729.1,C0
TMUE_2000008737.1,C0
TMUE_2000008756.1,C0
TMUE_2000008805.1,C0
TMUE_2000008807.1,C0
TMUE_2000008809.1,C0
TMUE_2000008809.2,C0
TMUE_2000008815.1,C0
TMUE_2000008827.1,C0
TMUE_2000008861.1,C0
TMUE_2000008871.1,C0
TMUE_2000008874.1,C0
TMUE_2000008883.1,C0
TMUE_2000008885.1,C0
TMUE_2000008885.2,C0
TMUE_2000008895.2,C0
TMUE_2000008905.1,C0
TMUE_2000008913.1,C0
TMUE_2000008915.1,C0
TMUE_2000008924.1,C0
TMUE_2000008940.1,C0
TMUE_2000008945.1,C0
TMUE_2000008947.1,C0
TMUE_2000008954.4,C0
TMUE_2000008955.1,C0
TMUE_2000009015.1,C0
TMUE_2000009016.1,C0
TMUE_2000009021.1,C0
TMUE_2000009022.1,C0
TMUE_2000009028.1,C0
TMUE_2000009030.1,C0
TMUE_2000009038.1,C0
TMUE_2000009050.1,C0
TMUE_2000009051.1,C0
TMUE_2000009052.1,C0
TMUE_2000009067.1,C0
TMUE_2000009069.1,C0
TMUE_2000009079.1,C0
TMUE_2000009081.1,C0
TMUE_2000009090.1,C0
TMUE_2000009109.1,C0
TMUE_2000009110.1,C0
TMUE_2000009120.1,C0
TMUE_2000009126.1,C0
TMUE_2000009127.1,C0
TMUE_2000009131.1,C0
TMUE_2000009137.1,C0
TMUE_2000009144.1,C0
TMUE_2000009197.1,C0
TMUE_2000009214.1,C0
TMUE_2000009221.4,C0
TMUE_2000009231.1,C0
TMUE_2000009243.1,C0
TMUE_2000009247.1,C0
TMUE_2000009251.1,C0
TMUE_2000009252.1,C0
TMUE_2000009283.1,C0
TMUE_2000009293.1,C0
TMUE_2000009311.1,C0
TMUE_2000009312.1,C0
TMUE_2000009315.1,C0
TMUE_2000009342.3,C0
TMUE_2000009354.1,C0
TMUE_2000009366.1,C0
TMUE_2000009372.1,C0
TMUE_2000009384.1,C0
TMUE_2000009385.1,C0
TMUE_2000009388.1,C0
TMUE_2000009390.1,C0
TMUE_2000009391.1,C0
TMUE_2000009397.1,C0
TMUE_2000009421.1,C0
TMUE_2000009424.1,C0
TMUE_2000009434.1,C0
TMUE_2000009440.1,C0
TMUE_2000009444.1,C0
TMUE_2000009447.1,C0
TMUE_2000009465.1,C0
TMUE_2000009467.1,C0
TMUE_2000009468.1,C0
TMUE_2000009486.1,C0
TMUE_2000009491.1,C0
TMUE_2000009508.1,C0
TMUE_2000009509.1,C0
TMUE_2000009513.1,C0
TMUE_2000009536.1,C0
TMUE_2000009549.2,C0
TMUE_2000009552.1,C0
TMUE_2000009559.1,C0
TMUE_2000009571.3,C0
TMUE_2000009585.1,C0
TMUE_2000009595.1,C0
TMUE_2000009596.1,C0
TMUE_2000009599.1,C0
TMUE_2000009601.1,C0
TMUE_2000009609.1,C0
TMUE_2000009613.1,C0
TMUE_2000009624.1,C0
TMUE_2000009635.1,C0
TMUE_2000009642.1,C0
TMUE_2000009643.1,C0
TMUE_2000009645.1,C0
TMUE_2000009649.3,C0
TMUE_2000009654.1,C0
TMUE_2000009663.1,C0
TMUE_2000009668.1,C0
TMUE_2000009678.1,C0
TMUE_2000009693.1,C0
TMUE_2000009698.1,C0
TMUE_2000009706.1,C0
TMUE_2000009710.1,C0
TMUE_2000009716.1,C0
TMUE_2000009719.1,C0
TMUE_2000009730.1,C0
TMUE_2000009730.2,C0
TMUE_2000009752.1,C0
TMUE_2000009755.1,C0
TMUE_2000009757.1,C0
TMUE_2000009760.1,C0
TMUE_2000009761.1,C0
TMUE_2000009769.1,C0
TMUE_2000009771.1,C0
TMUE_2000009772.1,C0
TMUE_2000009775.1,C0
TMUE_2000009820.1,C0
TMUE_2000009826.1,C0
TMUE_2000009837.1,C0
TMUE_2000009843.1,C0
TMUE_2000009871.1,C0
TMUE_2000009881.2,C0
TMUE_2000009885.1,C0
TMUE_2000009888.1,C0
TMUE_2000009895.1,C0
TMUE_2000009903.1,C0
TMUE_2000009921.1,C0
TMUE_2000009932.1,C0
TMUE_2000009963.1,C0
TMUE_2000009966.1,C0
TMUE_2000009978.1,C0
TMUE_2000009990.1,C0
TMUE_2000010013.1,C0
TMUE_2000010017.1,C0
TMUE_2000010020.1,C0
TMUE_2000010032.2,C0
TMUE_2000010056.1,C0
TMUE_2000010057.1,C0
TMUE_2000010071.1,C0
TMUE_2000010076.1,C0
TMUE_2000010089.1,C0
TMUE_2000010091.1,C0
TMUE_2000010099.1,C0
TMUE_2000010101.1,C0
TMUE_2000010102.1,C0
TMUE_2000010125.1,C0
TMUE_2000010132.1,C0
TMUE_2000010135.1,C0
TMUE_2000010141.1,C0
TMUE_2000010156.1,C0
TMUE_2000010162.1,C0
TMUE_2000010186.1,C0
TMUE_2000010194.1,C0
TMUE_2000010196.1,C0
TMUE_2000010209.1,C0
TMUE_2000010214.1,C0
TMUE_2000010216.1,C0
TMUE_2000010218.1,C0
TMUE_2000010228.1,C0
TMUE_2000010234.1,C0
TMUE_2000010235.4,C0
TMUE_2000010236.1,C0
TMUE_2000010242.1,C0
TMUE_2000010247.1,C0
TMUE_2000010247.2,C0
TMUE_2000010263.1,C0
TMUE_2000010266.1,C0
TMUE_2000010291.1,C0
TMUE_2000010301.1,C0
TMUE_2000010308.1,C0
TMUE_2000010322.1,C0
TMUE_2000010327.1,C0
TMUE_2000010332.1,C0
TMUE_2000010333.1,C0
TMUE_2000010340.1,C0
TMUE_2000010353.1,C0
TMUE_2000010369.1,C0
TMUE_2000010375.1,C0
TMUE_2000010383.1,C0
TMUE_2000010384.1,C0
TMUE_2000010385.1,C0
TMUE_2000010390.1,C0
TMUE_2000010393.1,C0
TMUE_2000010405.1,C0
TMUE_2000010428.1,C0
TMUE_2000010480.5,C0
TMUE_2000010481.1,C0
TMUE_2000010483.1,C0
TMUE_2000010493.1,C0
TMUE_2000010504.1,C0
TMUE_2000010517.1,C0
TMUE_2000010529.1,C0
TMUE_2000010547.3,C0
TMUE_2000010548.1,C0
TMUE_2000010554.2,C0
TMUE_2000010579.2,C0
TMUE_2000010580.1,C0
TMUE_2000010583.1,C0
TMUE_2000010605.1,C0
TMUE_2000010607.3,C0
TMUE_2000010609.1,C0
TMUE_2000010616.2,C0
TMUE_2000010625.1,C0
TMUE_2000010632.1,C0
TMUE_2000010638.1,C0
TMUE_2000010639.1,C0
TMUE_2000010642.1,C0
TMUE_2000010669.1,C0
TMUE_2000010717.1,C0
TMUE_3000010730.1,C0
TMUE_3000010765.1,C0
TMUE_3000010768.1,C0
TMUE_3000010798.1,C0
TMUE_3000010804.1,C0
TMUE_3000010812.1,C0
TMUE_3000010814.1,C0
TMUE_3000010815.1,C0
TMUE_3000010817.4,C0
TMUE_3000010820.1,C0
TMUE_3000010826.1,C0
TMUE_3000010830.1,C0
TMUE_3000010831.1,C0
TMUE_3000010832.1,C0
TMUE_3000010839.2,C0
TMUE_3000010839.3,C0
TMUE_3000010843.1,C0
TMUE_3000010858.1,C0
TMUE_3000010876.1,C0
TMUE_3000010881.1,C0
TMUE_3000010884.1,C0
TMUE_3000010886.1,C0
TMUE_3000010890.1,C0
TMUE_3000010894.1,C0
TMUE_3000010897.1,C0
TMUE_3000010918.1,C0
TMUE_3000010919.1,C0
TMUE_3000010925.1,C0
TMUE_3000010931.1,C0
TMUE_3000010936.1,C0
TMUE_3000010941.1,C0
TMUE_3000010943.1,C0
TMUE_3000010954.1,C0
TMUE_3000010955.1,C0
TMUE_3000010960.1,C0
TMUE_3000010962.7,C0
TMUE_3000010968.1,C0
TMUE_3000010987.1,C0
TMUE_3000010987.2,C0
TMUE_3000010989.1,C0
TMUE_3000010994.1,C0
TMUE_3000010995.1,C0
TMUE_3000010999.1,C0
TMUE_3000011005.1,C0
TMUE_3000011011.1,C0
TMUE_3000011015.1,C0
TMUE_3000011016.1,C0
TMUE_3000011030.1,C0
TMUE_3000011041.1,C0
TMUE_3000011052.1,C0
TMUE_3000011073.1,C0
TMUE_3000011074.1,C0
TMUE_3000011075.1,C0
TMUE_3000011075.2,C0
TMUE_3000011080.1,C0
TMUE_3000011083.1,C0
TMUE_3000011094.1,C0
TMUE_3000011099.1,C0
TMUE_3000011100.2,C0
TMUE_3000011100.3,C0
TMUE_3000011112.1,C0
TMUE_3000011118.1,C0
TMUE_3000011127.1,C0
TMUE_3000011150.1,C0
TMUE_3000011158.1,C0
TMUE_3000011159.1,C0
TMUE_3000011160.1,C0
TMUE_3000011164.1,C0
TMUE_3000011169.1,C0
TMUE_3000011175.1,C0
TMUE_3000011187.1,C0
TMUE_3000011191.1,C0
TMUE_3000011192.1,C0
TMUE_3000011193.1,C0
TMUE_3000011208.1,C0
TMUE_3000011210.1,C0
TMUE_3000011215.1,C0
TMUE_3000011241.1,C0
TMUE_3000011250.1,C0
TMUE_3000011251.1,C0
TMUE_3000011252.1,C0
TMUE_3000011256.1,C0
TMUE_3000011267.1,C0
TMUE_3000011269.1,C0
TMUE_3000011288.1,C0
TMUE_3000011289.1,C0
TMUE_3000011290.1,C0
TMUE_3000011296.1,C0
TMUE_3000011300.1,C0
TMUE_3000011304.1,C0
TMUE_3000011313.1,C0
TMUE_3000011315.1,C0
TMUE_3000011336.1,C0
TMUE_3000011351.1,C0
TMUE_3000011353.1,C0
TMUE_3000011361.1,C0
TMUE_3000011365.1,C0
TMUE_3000011373.5,C0
TMUE_3000011376.1,C0
TMUE_3000011379.1,C0
TMUE_3000011384.1,C0
TMUE_3000011387.1,C0
TMUE_3000011394.1,C0
TMUE_3000011395.1,C0
TMUE_3000011399.1,C0
TMUE_3000011401.1,C0
TMUE_3000011410.1,C0
TMUE_3000011412.1,C0
TMUE_3000011415.1,C0
TMUE_3000011415.3,C0
TMUE_3000011423.1,C0
TMUE_3000011449.1,C0
TMUE_3000011452.1,C0
TMUE_3000011480.1,C0
TMUE_3000011481.1,C0
TMUE_3000011481.3,C0
TMUE_3000011487.1,C0
TMUE_3000011496.1,C0
TMUE_3000011500.1,C0
TMUE_3000011501.1,C0
TMUE_3000011502.1,C0
TMUE_3000011509.1,C0
TMUE_3000011516.1,C0
TMUE_3000011524.1,C0
TMUE_3000011526.2,C0
TMUE_3000011527.1,C0
TMUE_3000011529.1,C0
TMUE_3000011536.1,C0
TMUE_3000011541.1,C0
TMUE_3000011544.1,C0
TMUE_3000011546.1,C0
TMUE_3000011547.1,C0
TMUE_3000011557.1,C0
TMUE_3000011561.1,C0
TMUE_3000011563.1,C0
TMUE_3000011567.1,C0
TMUE_3000011579.1,C0
TMUE_3000011583.1,C0
TMUE_3000011590.1,C0
TMUE_3000011591.1,C0
TMUE_3000011597.1,C0
TMUE_3000011598.3,C0
TMUE_3000011600.1,C0
TMUE_3000011622.1,C0
TMUE_3000011639.1,C0
TMUE_3000011642.1,C0
TMUE_3000011647.1,C0
TMUE_3000011669.3,C0
TMUE_3000011671.1,C0
TMUE_3000011673.1,C0
TMUE_3000011675.1,C0
TMUE_3000011676.1,C0
TMUE_3000011678.1,C0
TMUE_3000011683.2,C0
TMUE_3000011685.2,C0
TMUE_3000011690.1,C0
TMUE_3000011692.1,C0
TMUE_3000011695.1,C0
TMUE_3000011712.1,C0
TMUE_3000011717.1,C0
TMUE_3000011740.1,C0
TMUE_3000011747.1,C0
TMUE_3000011750.2,C0
TMUE_3000011755.1,C0
TMUE_3000011755.3,C0
TMUE_3000011757.1,C0
TMUE_3000011763.1,C0
TMUE_3000011763.2,C0
TMUE_3000011764.2,C0
TMUE_3000011771.1,C0
TMUE_3000011778.1,C0
TMUE_3000011809.1,C0
TMUE_3000011813.1,C0
TMUE_3000011818.1,C0
TMUE_3000011820.1,C0
TMUE_3000011824.1,C0
TMUE_3000011826.1,C0
TMUE_3000011828.1,C0
TMUE_3000011839.1,C0
TMUE_3000011843.1,C0
TMUE_3000011854.1,C0
TMUE_3000011854.3,C0
TMUE_3000011857.1,C0
TMUE_3000011861.1,C0
TMUE_3000011868.1,C0
TMUE_3000011885.1,C0
TMUE_3000011892.1,C0
TMUE_3000011897.1,C0
TMUE_3000011903.1,C0
TMUE_3000011903.3,C0
TMUE_3000011904.1,C0
TMUE_3000011910.1,C0
TMUE_3000011911.1,C0
TMUE_3000011921.1,C0
TMUE_3000011924.1,C0
TMUE_3000011929.1,C0
TMUE_3000011938.1,C0
TMUE_3000011939.1,C0
TMUE_3000011940.1,C0
TMUE_3000011943.1,C0
TMUE_3000011943.2,C0
TMUE_3000011946.1,C0
TMUE_3000011947.2,C0
TMUE_3000011961.1,C0
TMUE_3000011961.4,C0
TMUE_3000011988.1,C0
TMUE_3000011993.2,C0
TMUE_3000011996.1,C0
TMUE_3000011998.1,C0
TMUE_3000012000.2,C0
TMUE_3000012007.1,C0
TMUE_3000012009.1,C0
TMUE_3000012010.1,C0
TMUE_3000012012.1,C0
TMUE_3000012028.1,C0
TMUE_3000012029.1,C0
TMUE_3000012046.1,C0
TMUE_3000012054.1,C0
TMUE_3000012054.2,C0
TMUE_3000012064.1,C0
TMUE_3000012068.1,C0
TMUE_3000012069.1,C0
TMUE_3000012070.1,C0
TMUE_3000012070.2,C0
TMUE_3000012074.1,C0
TMUE_3000012080.1,C0
TMUE_3000012085.1,C0
TMUE_3000012096.1,C0
TMUE_3000012097.1,C0
TMUE_3000012099.1,C0
TMUE_3000012100.1,C0
TMUE_3000012102.1,C0
TMUE_3000012117.1,C0
TMUE_3000012121.1,C0
TMUE_3000012122.1,C0
TMUE_3000012124.1,C0
TMUE_3000012131.1,C0
TMUE_3000012137.2,C0
TMUE_3000012138.1,C0
TMUE_3000012147.2,C0
TMUE_3000012155.1,C0
TMUE_3000012161.1,C0
TMUE_3000012188.1,C0
TMUE_3000012193.1,C0
TMUE_3000012200.1,C0
TMUE_3000012203.2,C0
TMUE_3000012223.1,C0
TMUE_3000012229.1,C0
TMUE_3000012234.1,C0
TMUE_3000012250.1,C0
TMUE_3000012255.1,C0
TMUE_3000012257.1,C0
TMUE_3000012262.2,C0
TMUE_3000012263.1,C0
TMUE_3000012265.1,C0
TMUE_3000012270.1,C0
TMUE_3000012273.1,C0
TMUE_3000012276.1,C0
TMUE_3000012278.2,C0
TMUE_3000012285.1,C0
TMUE_3000012287.1,C0
TMUE_3000012288.1,C0
TMUE_3000012289.1,C0
TMUE_3000012292.2,C0
TMUE_3000012296.1,C0
TMUE_3000012304.1,C0
TMUE_3000012312.1,C0
TMUE_3000012314.1,C0
TMUE_3000012318.1,C0
TMUE_3000012319.2,C0
TMUE_3000012330.1,C0
TMUE_3000012338.1,C0
TMUE_3000012339.1,C0
TMUE_3000012340.1,C0
TMUE_3000012341.2,C0
TMUE_3000012341.3,C0
TMUE_3000012347.1,C0
TMUE_3000012348.1,C0
TMUE_3000012349.1,C0
TMUE_3000012352.1,C0
TMUE_3000012353.1,C0
TMUE_3000012354.1,C0
TMUE_3000012359.1,C0
TMUE_3000012360.1,C0
TMUE_3000012365.1,C0
TMUE_3000012366.1,C0
TMUE_3000012371.1,C0
TMUE_3000012378.1,C0
TMUE_3000012381.3,C0
TMUE_3000012394.1,C0
TMUE_3000012404.1,C0
TMUE_3000012412.1,C0
TMUE_3000012425.1,C0
TMUE_3000012426.1,C0
TMUE_3000012427.1,C0
TMUE_3000012428.1,C0
TMUE_3000012429.1,C0
TMUE_3000012431.1,C0
TMUE_3000012432.1,C0
TMUE_3000012437.1,C0
TMUE_3000012441.1,C0
TMUE_3000012453.1,C0
TMUE_3000012455.1,C0
TMUE_3000012463.1,C0
TMUE_3000012468.1,C0
TMUE_3000012482.1,C0
TMUE_3000012490.2,C0
TMUE_3000012497.1,C0
TMUE_3000012498.1,C0
TMUE_3000012505.1,C0
TMUE_3000012511.1,C0
TMUE_3000012514.1,C0
TMUE_3000012516.1,C0
TMUE_3000012517.1,C0
TMUE_3000012518.1,C0
TMUE_3000012523.1,C0
TMUE_3000012530.1,C0
TMUE_3000012532.1,C0
TMUE_3000012534.1,C0
TMUE_3000012535.2,C0
TMUE_3000012535.3,C0
TMUE_3000012535.4,C0
TMUE_3000012536.1,C0
TMUE_3000012540.1,C0
TMUE_3000012541.1,C0
TMUE_3000012543.1,C0
TMUE_3000012557.1,C0
TMUE_3000012565.1,C0
TMUE_3000012569.1,C0
TMUE_3000012578.1,C0
TMUE_3000012581.1,C0
TMUE_3000012596.2,C0
TMUE_3000012597.1,C0
TMUE_3000012600.1,C0
TMUE_3000012610.3,C0
TMUE_3000012610.4,C0
TMUE_3000012610.5,C0
TMUE_3000012620.1,C0
TMUE_3000012621.1,C0
TMUE_3000012639.1,C0
TMUE_3000012642.1,C0
TMUE_3000012657.1,C0
TMUE_3000012672.1,C0
TMUE_3000012673.1,C0
TMUE_3000012717.1,C0
TMUE_3000012721.1,C0
TMUE_3000012726.1,C0
TMUE_3000012737.1,C0
TMUE_3000012743.2,C0
TMUE_3000012751.1,C0
TMUE_3000012797.1,C0
TMUE_3000012800.1,C0
TMUE_3000012801.4,C0
TMUE_3000012817.1,C0
TMUE_3000012820.1,C0
TMUE_3000012835.1,C0
TMUE_3000012842.1,C0
TMUE_3000012843.1,C0
TMUE_3000012846.1,C0
TMUE_3000012857.2,C0
TMUE_3000012879.1,C0
TMUE_3000012883.1,C0
TMUE_3000012908.1,C0
TMUE_3000012914.1,C0
TMUE_3000012917.1,C0
TMUE_3000012925.1,C0
TMUE_3000012925.3,C0
TMUE_3000012932.1,C0
TMUE_3000012936.1,C0
TMUE_3000012939.1,C0
TMUE_3000012943.1,C0
TMUE_3000012947.1,C0
TMUE_3000012951.1,C0
TMUE_3000012957.1,C0
TMUE_3000012963.1,C0
TMUE_3000012966.1,C0
TMUE_3000012968.1,C0
TMUE_3000012979.1,C0
TMUE_3000012980.1,C0
TMUE_3000012984.1,C0
TMUE_3000013009.2,C0
TMUE_3000013012.2,C0
TMUE_3000013015.1,C0
TMUE_3000013015.2,C0
TMUE_3000013021.1,C0
TMUE_3000013025.2,C0
TMUE_3000013025.4,C0
TMUE_3000013029.2,C0
TMUE_3000013042.1,C0
TMUE_3000013045.1,C0
TMUE_3000013047.1,C0
TMUE_3000013049.1,C0
TMUE_3000013052.1,C0
TMUE_3000013053.2,C0
TMUE_3000013054.1,C0
TMUE_3000013060.1,C0
TMUE_3000013060.3,C0
TMUE_3000013062.1,C0
TMUE_3000013064.2,C0
TMUE_3000013067.1,C0
TMUE_3000013072.2,C0
TMUE_3000013072.4,C0
TMUE_3000013074.1,C0
TMUE_3000013076.1,C0
TMUE_3000013078.3,C0
TMUE_3000013082.1,C0
TMUE_3000013085.2,C0
TMUE_3000013090.1,C0
TMUE_3000013096.4,C0
TMUE_3000013097.1,C0
TMUE_3000013098.1,C0
TMUE_3000013100.1,C0
TMUE_3000013103.1,C0
TMUE_3000013104.2,C0
TMUE_3000013112.1,C0
TMUE_3000013113.1,C0
TMUE_3000013115.1,C0
TMUE_3000013116.1,C0
TMUE_3000013123.2,C0
TMUE_3000013127.1,C0
TMUE_3000013130.1,C0
TMUE_3000013144.1,C0
