target_id,Cluster
TMUE_3000013148.1,C0
TMUE_3000013149.1,C0
TMUE_3000013153.1,C0
TMUE_3000013154.2,C0
TMUE_3000013157.1,C0
TMUE_3000013158.1,C0
TMUE_3000013158.2,C0
TMUE_3000013161.1,C0
TMUE_3000013168.1,C0
TMUE_3000013169.1,C0
TMUE_3000013172.1,C0
TMUE_3000013181.1,C0
TMUE_3000013188.1,C0
TMUE_3000013189.1,C0
TMUE_3000013191.1,C0
TMUE_3000013194.1,C0
TMUE_3000013203.1,C0
TMUE_3000013204.1,C0
TMUE_3000013212.2,C0
TMUE_3000013225.1,C0
TMUE_3000013226.3,C0
TMUE_3000013230.1,C0
TMUE_3000013232.1,C0
TMUE_3000013234.1,C0
TMUE_3000013235.1,C0
TMUE_3000013246.1,C0
TMUE_3000013247.1,C0
TMUE_3000013260.1,C0
TMUE_3000013274.2,C0
TMUE_3000013275.1,C0
TMUE_3000013299.1,C0
TMUE_3000013305.1,C0
TMUE_3000013306.1,C0
TMUE_3000013313.1,C0
TMUE_3000013321.1,C0
TMUE_3000013326.1,C0
TMUE_3000013335.1,C0
TMUE_3000013337.1,C0
TMUE_3000013339.1,C0
TMUE_3000013341.1,C0
TMUE_3000013344.1,C0
TMUE_3000013346.1,C0
TMUE_3000013347.1,C0
TMUE_3000013364.1,C0
TMUE_3000013366.1,C0
TMUE_3000013367.1,C0
TMUE_3000013368.1,C0
TMUE_3000013371.1,C0
TMUE_3000013379.1,C0
TMUE_3000013379.2,C0
TMUE_3000013381.1,C0
TMUE_3000013383.1,C0
TMUE_3000013384.1,C0
TMUE_3000013389.1,C0
TMUE_3000013392.1,C0
TMUE_3000013393.1,C0
TMUE_3000013407.1,C0
TMUE_3000013416.1,C0
TMUE_3000013418.1,C0
TMUE_3000013420.1,C0
TMUE_3000013423.1,C0
TMUE_3000013428.1,C0
TMUE_3000013432.1,C0
TMUE_3000013441.1,C0
TMUE_3000013444.1,C0
TMUE_3000013447.1,C0
TMUE_3000013449.1,C0
TMUE_3000013450.1,C0
TMUE_3000013451.1,C0
TMUE_3000013457.1,C0
TMUE_3000013463.1,C0
TMUE_3000013464.1,C0
TMUE_3000013482.1,C0
TMUE_3000013486.1,C0
TMUE_3000013486.2,C0
TMUE_3000013493.1,C0
TMUE_3000013495.2,C0
TMUE_3000013507.1,C0
TMUE_3000013512.1,C0
TMUE_3000013512.2,C0
TMUE_3000013514.1,C0
TMUE_3000013522.1,C0
TMUE_3000013524.1,C0
TMUE_3000013527.1,C0
TMUE_3000013531.1,C0
TMUE_3000013539.1,C0
TMUE_3000013544.1,C0
TMUE_3000013549.1,C0
TMUE_3000013551.1,C0
TMUE_3000013557.1,C0
TMUE_3000013559.1,C0
TMUE_3000013560.2,C0
TMUE_3000013563.1,C0
TMUE_3000013564.1,C0
TMUE_3000013568.1,C0
TMUE_3000013574.1,C0
TMUE_3000013577.1,C0
TMUE_3000013579.1,C0
TMUE_3000013586.1,C0
TMUE_3000013591.1,C0
TMUE_3000013595.1,C0
TMUE_3000013599.1,C0
TMUE_3000013610.1,C0
TMUE_3000013610.3,C0
TMUE_3000013611.1,C0
TMUE_3000013616.1,C0
TMUE_3000013620.1,C0
TMUE_3000013646.2,C0
TMUE_3000013647.1,C0
TMUE_3000013657.1,C0
TMUE_3000013659.1,C0
TMUE_3000013663.1,C0
TMUE_3000013666.1,C0
TMUE_3000013668.3,C0
TMUE_3000013669.2,C0
TMUE_3000013671.1,C0
TMUE_3000013674.1,C0
TMUE_3000013681.2,C0
TMUE_3000013682.1,C0
TMUE_3000013685.1,C0
TMUE_3000013687.1,C0
TMUE_3000013688.1,C0
TMUE_3000013692.1,C0
TMUE_3000013701.1,C0
TMUE_3000013703.1,C0
TMUE_3000013708.1,C0
TMUE_3000013713.1,C0
TMUE_3000013716.1,C0
TMUE_3000013728.1,C0
TMUE_3000013730.1,C0
TMUE_3000013733.1,C0
TMUE_3000013745.3,C0
TMUE_3000013747.1,C0
TMUE_3000013749.1,C0
TMUE_3000013758.1,C0
TMUE_3000013771.1,C0
TMUE_3000013772.1,C0
TMUE_3000013775.2,C0
TMUE_3000013785.1,C0
TMUE_3000013786.1,C0
TMUE_3000013788.1,C0
TMUE_3000013797.4,C0
TMUE_3000013802.1,C0
TMUE_3000013803.1,C0
TMUE_3000013804.1,C0
TMUE_3000013805.1,C0
TMUE_3000013819.1,C0
TMUE_3000013822.1,C0
TMUE_3000013826.1,C0
TMUE_3000013833.1,C0
TMUE_3000013840.2,C0
TMUE_3000013855.1,C0
TMUE_3000013856.1,C0
TMUE_3000013862.1,C0
TMUE_3000013865.2,C0
TMUE_3000013866.1,C0
TMUE_3000013870.1,C0
TMUE_3000013882.1,C0
TMUE_3000013885.1,C0
TMUE_3000013886.1,C0
TMUE_3000013891.1,C0
TMUE_3000013892.1,C0
TMUE_3000013906.3,C0
TMUE_3000013908.1,C0
TMUE_3000013909.1,C0
TMUE_3000013911.1,C0
TMUE_3000013913.1,C0
TMUE_3000013917.3,C0
TMUE_3000013922.1,C0
TMUE_3000013922.2,C0
TMUE_3000013924.1,C0
TMUE_3000013930.1,C0
TMUE_3000013933.1,C0
TMUE_3000013936.1,C0
TMUE_3000013960.1,C0
TMUE_3000013963.1,C0
TMUE_3000013965.1,C0
TMUE_3000013967.1,C0
TMUE_3000013975.1,C0
TMUE_3000013977.1,C0
TMUE_3000013980.1,C0
TMUE_3000013984.1,C0
TMUE_3000013988.1,C0
TMUE_3000014020.1,C0
TMUE_3000014032.1,C0
TMUE_3000014036.1,C0
TMUE_3000014045.1,C0
TMUE_3000014049.1,C0
TMUE_3000014051.1,C0
TMUE_3000014052.1,C0
TMUE_3000014058.1,C0
TMUE_3000014060.1,C0
TMUE_3000014074.1,C0
TMUE_3000014078.1,C0
TMUE_3000014083.1,C0
TMUE_3000014090.1,C0
TMUE_3000014094.1,C0
TMUE_3000014099.1,C0
TMUE_3000014111.1,C0
TMUE_3000014112.1,C0
TMUE_3000014113.1,C0
TMUE_3000014113.2,C0
TMUE_3000014119.1,C0
TMUE_3000014120.1,C0
TMUE_3000014135.1,C0
TMUE_3000014151.1,C0
TMUE_3000014154.1,C0
TMUE_3000014165.1,C0
TMUE_3000014167.1,C0
TMUE_3000014168.1,C0
TMUE_3000014175.1,C0
TMUE_3000014175.3,C0
TMUE_3000014182.1,C0
TMUE_3000014186.1,C0
TMUE_3000014193.1,C0
TMUE_3000014197.1,C0
TMUE_3000014203.1,C0
TMUE_3000014205.1,C0
TMUE_3000014212.1,C0
TMUE_3000014215.1,C0
TMUE_3000014217.5,C0
TMUE_3000014224.1,C0
TMUE_3000014232.1,C0
TMUE_3000014235.1,C0
TMUE_3000014237.1,C0
TMUE_3000014239.2,C0
TMUE_3000014253.1,C0
TMUE_3000014257.1,C0
TMUE_3000014269.1,C0
TMUE_3000014279.1,C0
TMUE_3000014280.1,C0
TMUE_3000014281.1,C0
TMUE_3000014286.1,C0
TMUE_3000014290.1,C0
TMUE_3000014312.1,C0
TMUE_3000014323.1,C0
TMUE_3000014333.1,C0
TMUE_3000014336.1,C0
TMUE_3000014358.1,C0
TMUE_3000014359.1,C0
TMUE_3000014368.1,C0
TMUE_3000014369.1,C0
TMUE_3000014371.1,C0
TMUE_3000014373.1,C0
TMUE_3000014389.1,C0
TMUE_3000014391.1,C0
TMUE_3000014393.1,C0
TMUE_3000014397.2,C0
TMUE_3000014403.1,C0
TMUE_3000014416.1,C0
TMUE_3000014424.1,C0
TMUE_3000014431.1,C0
TMUE_3000014440.1,C0
TMUE_3000014450.2,C0
TMUE_3000014453.3,C0
TMUE_3000014463.1,C0
TMUE_3000014468.1,C0
TMUE_3000014469.1,C0
TMUE_3000014475.1,C0
TMUE_3000014478.1,C0
TMUE_3000014484.1,C0
TMUE_3000014485.1,C0
TMUE_3000014487.1,C0
TMUE_3000014491.1,C0
TMUE_3000014491.3,C0
TMUE_3000014493.1,C0
TMUE_3000014494.1,C0
TMUE_3000014496.1,C0
TMUE_3000014498.3,C0
TMUE_3000014501.1,C0
TMUE_3000014502.1,C0
TMUE_3000014536.2,C0
TMUE_3000014537.1,C0
TMUE_3000014539.3,C0
TMUE_3000014546.1,C0
TMUE_3000014567.1,C0
TMUE_3000014569.1,C0
TMUE_3000014572.1,C0
TMUE_3000014573.1,C0
TMUE_3000014578.1,C0
TMUE_3000014578.2,C0
TMUE_3000014586.1,C0
TMUE_3000014613.1,C0
TMUE_3000014615.1,C0
TMUE_3000014617.1,C0
TMUE_3000014619.3,C0
TMUE_3000014625.1,C0
TMUE_3000014649.1,C0
TMUE_3000014650.1,C0
TMUE_3000014656.1,C0
TMUE_3000014660.1,C0
TMUE_3000014667.1,C0
TMUE_3000014677.1,C0
TMUE_3000014680.1,C0
TMUE_3000014681.1,C0
TMUE_3000014682.1,C0
TMUE_3000014684.1,C0
TMUE_3000014685.1,C0
TMUE_3000014691.1,C0
TMUE_3000014693.1,C0
TMUE_3000014706.1,C0
TMUE_3000014721.1,C0
TMUE_3000014722.1,C0
TMUE_3000014723.3,C0
TMUE_3000014726.1,C0
TMUE_3000014730.1,C0
TMUE_3000014733.1,C0
TMUE_3000014734.1,C0
TMUE_3000014746.2,C0
TMUE_3000014754.1,C0
TMUE_3000014760.6,C0
TMUE_3000014766.1,C0
TMUE_3000014771.1,C0
TMUE_3000014775.1,C0
TMUE_3000014785.3,C0
TMUE_3000014785.4,C0
TMUE_3000014785.5,C0
TMUE_3000014810.1,C0
TMUE_3000014824.1,C0
TMUE_3000014828.1,C0
TMUE_3000014849.1,C0
TMUE_3000014854.1,C0
TMUE_3000014860.1,C0
TMUE_3000014862.1,C0
TMUE_3000014884.1,C0
TMUE_3000014894.1,C0
TMUE_3000014897.1,C0
TMUE_3000014926.1,C0
TMUE_3000014932.1,C0
TMUE_3000014956.1,C0
TMUE_3000014971.1,C0
TMUE_M000000033.1,C0
TMUE_0000000036.1,C1
TMUE_0000000051.1,C1
TMUE_0000000079.3,C1
TMUE_0000000119.1,C1
TMUE_0000000199.1,C1
TMUE_0000000212.1,C1
TMUE_0000000250.1,C1
TMUE_0000000268.1,C1
TMUE_0000000294.1,C1
TMUE_0000000315.1,C1
TMUE_0000000329.1,C1
TMUE_0000000346.1,C1
TMUE_0000000401.1,C1
TMUE_0000000484.2,C1
TMUE_0000000674.1,C1
TMUE_0000000687.1,C1
TMUE_0000000706.1,C1
TMUE_0000000876.1,C1
TMUE_0000000880.1,C1
TMUE_0000001114.3,C1
TMUE_0000001116.1,C1
TMUE_0000001205.2,C1
TMUE_0000001212.1,C1
TMUE_0000001284.1,C1
TMUE_0000001337.1,C1
TMUE_0000001378.1,C1
TMUE_0000001490.1,C1
TMUE_0000001496.1,C1
TMUE_0000001520.1,C1
TMUE_0000001677.1,C1
TMUE_0000001708.1,C1
TMUE_0000001736.1,C1
TMUE_0000001755.1,C1
TMUE_0000001863.1,C1
TMUE_0000001864.1,C1
TMUE_0000001885.1,C1
TMUE_0000001979.1,C1
TMUE_0000002072.1,C1
TMUE_0000002140.1,C1
TMUE_0000002147.1,C1
TMUE_0000002191.1,C1
TMUE_0000002194.1,C1
TMUE_0000002233.1,C1
TMUE_1000002583.1,C1
TMUE_1000002646.1,C1
TMUE_1000002696.1,C1
TMUE_1000002758.1,C1
TMUE_1000002771.1,C1
TMUE_1000002793.1,C1
TMUE_1000002797.1,C1
TMUE_1000002813.1,C1
TMUE_1000002832.1,C1
TMUE_1000002876.1,C1
TMUE_1000002923.1,C1
TMUE_1000003010.1,C1
TMUE_1000003098.2,C1
TMUE_1000003208.1,C1
TMUE_1000003274.1,C1
TMUE_1000003276.1,C1
TMUE_1000003314.1,C1
TMUE_1000003361.1,C1
TMUE_1000003364.1,C1
TMUE_1000003367.1,C1
TMUE_1000003422.1,C1
TMUE_1000003453.5,C1
TMUE_1000003461.1,C1
TMUE_1000003487.1,C1
TMUE_1000003514.2,C1
TMUE_1000003565.1,C1
TMUE_1000003605.1,C1
TMUE_1000003617.2,C1
TMUE_1000003617.3,C1
TMUE_1000003640.1,C1
TMUE_1000003662.1,C1
TMUE_1000003665.2,C1
TMUE_1000003677.4,C1
TMUE_1000003682.1,C1
TMUE_1000003683.1,C1
TMUE_1000003690.1,C1
TMUE_1000003691.1,C1
TMUE_1000003739.1,C1
TMUE_1000003763.1,C1
TMUE_1000003790.1,C1
TMUE_1000003800.1,C1
TMUE_1000003823.1,C1
TMUE_1000003825.1,C1
TMUE_1000003826.1,C1
TMUE_1000003869.1,C1
TMUE_1000003890.1,C1
TMUE_1000003899.1,C1
TMUE_1000003912.1,C1
TMUE_1000003957.1,C1
TMUE_1000003966.1,C1
TMUE_1000003972.1,C1
TMUE_1000003986.1,C1
TMUE_1000004062.1,C1
TMUE_1000004102.1,C1
TMUE_1000004106.1,C1
TMUE_1000004114.1,C1
TMUE_1000004141.1,C1
TMUE_1000004172.1,C1
TMUE_1000004176.1,C1
TMUE_1000004219.1,C1
TMUE_1000004258.1,C1
TMUE_1000004346.2,C1
TMUE_1000004400.1,C1
TMUE_1000004412.1,C1
TMUE_1000004420.1,C1
TMUE_1000004426.1,C1
TMUE_1000004468.1,C1
TMUE_1000004483.1,C1
TMUE_1000004485.1,C1
TMUE_1000004567.1,C1
TMUE_1000004672.1,C1
TMUE_1000004673.1,C1
TMUE_1000004682.1,C1
TMUE_1000004706.1,C1
TMUE_1000004707.1,C1
TMUE_1000004729.1,C1
TMUE_1000004732.1,C1
TMUE_1000004762.1,C1
TMUE_1000004764.1,C1
TMUE_1000004820.1,C1
TMUE_1000004822.1,C1
TMUE_1000004823.1,C1
TMUE_1000004877.1,C1
TMUE_1000004894.1,C1
TMUE_1000004898.1,C1
TMUE_1000004921.1,C1
TMUE_1000004924.2,C1
TMUE_1000004997.1,C1
TMUE_1000005020.1,C1
TMUE_1000005068.1,C1
TMUE_1000005084.1,C1
TMUE_1000005094.1,C1
TMUE_1000005135.1,C1
TMUE_1000005136.1,C1
TMUE_1000005172.1,C1
TMUE_1000005180.1,C1
TMUE_1000005182.1,C1
TMUE_1000005203.1,C1
TMUE_1000005262.1,C1
TMUE_1000005266.7,C1
TMUE_1000005314.1,C1
TMUE_1000005318.1,C1
TMUE_1000005320.1,C1
TMUE_1000005324.1,C1
TMUE_1000005376.1,C1
TMUE_1000005387.1,C1
TMUE_1000005392.1,C1
TMUE_1000005396.1,C1
TMUE_1000005419.1,C1
TMUE_1000005432.1,C1
TMUE_1000005432.5,C1
TMUE_1000005432.6,C1
TMUE_1000005446.1,C1
TMUE_1000005459.1,C1
TMUE_1000005488.1,C1
TMUE_1000005533.2,C1
TMUE_1000005540.1,C1
TMUE_1000005611.4,C1
TMUE_1000005638.2,C1
TMUE_1000005661.1,C1
TMUE_1000005665.1,C1
TMUE_1000005669.1,C1
TMUE_1000005680.1,C1
TMUE_1000005695.1,C1
TMUE_1000005704.1,C1
TMUE_1000005712.1,C1
TMUE_1000005727.1,C1
TMUE_1000005749.1,C1
TMUE_1000005752.1,C1
TMUE_1000005755.1,C1
TMUE_1000005758.1,C1
TMUE_1000005761.1,C1
TMUE_1000005783.1,C1
TMUE_1000005795.1,C1
TMUE_1000005799.1,C1
TMUE_1000005832.1,C1
TMUE_1000005842.1,C1
TMUE_1000005855.1,C1
TMUE_1000005880.1,C1
TMUE_1000005885.1,C1
TMUE_1000005926.1,C1
TMUE_1000005966.1,C1
TMUE_1000005968.1,C1
TMUE_1000005986.1,C1
TMUE_1000005987.1,C1
TMUE_2000006094.1,C1
TMUE_2000006113.1,C1
TMUE_2000006137.1,C1
TMUE_2000006138.1,C1
TMUE_2000006191.1,C1
TMUE_2000006195.1,C1
TMUE_2000006255.2,C1
TMUE_2000006255.3,C1
TMUE_2000006258.1,C1
TMUE_2000006307.1,C1
TMUE_2000006313.1,C1
TMUE_2000006327.1,C1
TMUE_2000006384.4,C1
TMUE_2000006456.1,C1
TMUE_2000006498.2,C1
TMUE_2000006501.1,C1
TMUE_2000006503.1,C1
TMUE_2000006510.1,C1
TMUE_2000006527.1,C1
TMUE_2000006540.2,C1
TMUE_2000006540.5,C1
TMUE_2000006546.1,C1
TMUE_2000006567.2,C1
TMUE_2000006602.1,C1
TMUE_2000006606.1,C1
TMUE_2000006615.3,C1
TMUE_2000006620.1,C1
TMUE_2000006666.1,C1
TMUE_2000006684.2,C1
TMUE_2000006729.1,C1
TMUE_2000006738.1,C1
TMUE_2000006742.1,C1
TMUE_2000006793.1,C1
TMUE_2000006796.1,C1
TMUE_2000006798.1,C1
TMUE_2000006874.1,C1
TMUE_2000006895.1,C1
TMUE_2000006910.1,C1
TMUE_2000006937.1,C1
TMUE_2000006961.1,C1
TMUE_2000006983.1,C1
TMUE_2000006985.1,C1
TMUE_2000007009.1,C1
TMUE_2000007033.1,C1
TMUE_2000007103.1,C1
TMUE_2000007156.1,C1
TMUE_2000007167.1,C1
TMUE_2000007190.1,C1
TMUE_2000007209.1,C1
TMUE_2000007217.1,C1
TMUE_2000007219.2,C1
TMUE_2000007224.1,C1
TMUE_2000007224.5,C1
TMUE_2000007229.1,C1
TMUE_2000007230.1,C1
TMUE_2000007270.1,C1
TMUE_2000007290.1,C1
TMUE_2000007294.1,C1
TMUE_2000007304.1,C1
TMUE_2000007322.1,C1
TMUE_2000007341.1,C1
TMUE_2000007356.1,C1
TMUE_2000007363.1,C1
TMUE_2000007384.1,C1
TMUE_2000007400.1,C1
TMUE_2000007430.1,C1
TMUE_2000007488.1,C1
TMUE_2000007503.1,C1
TMUE_2000007510.1,C1
TMUE_2000007566.1,C1
TMUE_2000007588.1,C1
TMUE_2000007618.1,C1
TMUE_2000007637.1,C1
TMUE_2000007677.1,C1
TMUE_2000007765.1,C1
TMUE_2000007794.1,C1
TMUE_2000007838.1,C1
TMUE_2000007853.1,C1
TMUE_2000007854.1,C1
TMUE_2000007890.1,C1
TMUE_2000007892.1,C1
TMUE_2000007979.1,C1
TMUE_2000007982.1,C1
TMUE_2000007984.1,C1
TMUE_2000008008.1,C1
TMUE_2000008039.1,C1
TMUE_2000008050.1,C1
TMUE_2000008068.1,C1
TMUE_2000008085.2,C1
TMUE_2000008127.1,C1
TMUE_2000008137.5,C1
TMUE_2000008160.1,C1
TMUE_2000008220.1,C1
TMUE_2000008243.1,C1
TMUE_2000008247.1,C1
TMUE_2000008262.1,C1
TMUE_2000008276.1,C1
TMUE_2000008278.1,C1
TMUE_2000008285.1,C1
TMUE_2000008307.1,C1
TMUE_2000008349.1,C1
TMUE_2000008372.1,C1
TMUE_2000008405.1,C1
TMUE_2000008413.1,C1
TMUE_2000008487.1,C1
TMUE_2000008523.1,C1
TMUE_2000008525.1,C1
TMUE_2000008580.1,C1
TMUE_2000008581.1,C1
TMUE_2000008603.1,C1
TMUE_2000008653.1,C1
TMUE_2000008674.1,C1
TMUE_2000008752.1,C1
TMUE_2000008788.2,C1
TMUE_2000008811.1,C1
TMUE_2000008818.1,C1
TMUE_2000008832.1,C1
TMUE_2000008839.1,C1
TMUE_2000008882.1,C1
TMUE_2000008895.4,C1
TMUE_2000008923.1,C1
TMUE_2000008964.1,C1
TMUE_2000008976.1,C1
TMUE_2000008995.1,C1
TMUE_2000009018.1,C1
TMUE_2000009054.1,C1
TMUE_2000009058.1,C1
TMUE_2000009071.1,C1
TMUE_2000009118.1,C1
TMUE_2000009123.1,C1
TMUE_2000009138.1,C1
TMUE_2000009164.1,C1
TMUE_2000009181.1,C1
TMUE_2000009184.1,C1
TMUE_2000009212.1,C1
TMUE_2000009241.1,C1
TMUE_2000009268.1,C1
TMUE_2000009270.1,C1
TMUE_2000009334.1,C1
TMUE_2000009342.2,C1
TMUE_2000009360.1,C1
TMUE_2000009393.1,C1
TMUE_2000009411.1,C1
TMUE_2000009436.1,C1
TMUE_2000009446.1,C1
TMUE_2000009461.1,C1
TMUE_2000009507.4,C1
TMUE_2000009514.1,C1
TMUE_2000009556.1,C1
TMUE_2000009567.1,C1
TMUE_2000009569.1,C1
TMUE_2000009569.4,C1
TMUE_2000009571.4,C1
TMUE_2000009577.1,C1
TMUE_2000009592.1,C1
TMUE_2000009602.1,C1
TMUE_2000009653.1,C1
TMUE_2000009732.1,C1
TMUE_2000009758.1,C1
TMUE_2000009822.1,C1
TMUE_2000009877.1,C1
TMUE_2000009897.1,C1
TMUE_2000009899.2,C1
TMUE_2000009976.1,C1
TMUE_2000010010.2,C1
TMUE_2000010022.1,C1
TMUE_2000010070.1,C1
TMUE_2000010108.1,C1
TMUE_2000010171.1,C1
TMUE_2000010197.1,C1
TMUE_2000010204.1,C1
TMUE_2000010210.3,C1
TMUE_2000010225.1,C1
TMUE_2000010233.1,C1
TMUE_2000010255.1,C1
TMUE_2000010262.1,C1
TMUE_2000010268.1,C1
TMUE_2000010304.2,C1
TMUE_2000010312.1,C1
TMUE_2000010351.1,C1
TMUE_2000010404.1,C1
TMUE_2000010468.1,C1
TMUE_2000010505.1,C1
TMUE_2000010527.1,C1
TMUE_2000010539.2,C1
TMUE_2000010549.1,C1
TMUE_2000010635.1,C1
TMUE_2000010637.1,C1
TMUE_2000010659.2,C1
TMUE_2000010681.1,C1
TMUE_3000010732.1,C1
TMUE_3000010737.1,C1
TMUE_3000010764.1,C1
TMUE_3000010782.1,C1
TMUE_3000010801.1,C1
TMUE_3000010802.1,C1
TMUE_3000010856.2,C1
TMUE_3000010866.1,C1
TMUE_3000010869.1,C1
TMUE_3000010947.1,C1
TMUE_3000010957.1,C1
TMUE_3000010989.2,C1
TMUE_3000011025.1,C1
TMUE_3000011032.2,C1
TMUE_3000011050.1,C1
TMUE_3000011065.1,C1
TMUE_3000011066.1,C1
TMUE_3000011068.1,C1
TMUE_3000011078.1,C1
TMUE_3000011096.2,C1
TMUE_3000011098.1,C1
TMUE_3000011124.1,C1
TMUE_3000011174.1,C1
TMUE_3000011183.1,C1
TMUE_3000011260.1,C1
TMUE_3000011266.1,C1
TMUE_3000011268.1,C1
TMUE_3000011278.1,C1
TMUE_3000011335.1,C1
TMUE_3000011380.1,C1
TMUE_3000011402.1,C1
TMUE_3000011425.1,C1
TMUE_3000011428.1,C1
TMUE_3000011441.1,C1
TMUE_3000011448.1,C1
TMUE_3000011464.1,C1
TMUE_3000011475.1,C1
TMUE_3000011572.1,C1
TMUE_3000011594.1,C1
TMUE_3000011656.1,C1
TMUE_3000011689.3,C1
TMUE_3000011694.1,C1
TMUE_3000011751.1,C1
TMUE_3000011755.2,C1
TMUE_3000011755.8,C1
TMUE_3000011759.1,C1
TMUE_3000011774.1,C1
TMUE_3000011777.1,C1
TMUE_3000011779.1,C1
TMUE_3000011782.2,C1
TMUE_3000011783.3,C1
TMUE_3000011802.1,C1
TMUE_3000011815.1,C1
TMUE_3000011827.1,C1
TMUE_3000011850.1,C1
TMUE_3000011878.1,C1
TMUE_3000011884.1,C1
TMUE_3000011957.2,C1
TMUE_3000011986.1,C1
TMUE_3000011999.1,C1
TMUE_3000012035.1,C1
TMUE_3000012037.1,C1
TMUE_3000012038.1,C1
TMUE_3000012052.1,C1
TMUE_3000012084.1,C1
TMUE_3000012145.1,C1
TMUE_3000012147.1,C1
TMUE_3000012150.1,C1
TMUE_3000012174.7,C1
TMUE_3000012192.1,C1
TMUE_3000012195.1,C1
TMUE_3000012224.1,C1
TMUE_3000012278.1,C1
TMUE_3000012292.1,C1
TMUE_3000012305.1,C1
TMUE_3000012331.1,C1
TMUE_3000012373.1,C1
TMUE_3000012393.1,C1
TMUE_3000012448.1,C1
TMUE_3000012452.1,C1
TMUE_3000012495.2,C1
TMUE_3000012528.1,C1
TMUE_3000012546.1,C1
TMUE_3000012563.1,C1
TMUE_3000012596.1,C1
TMUE_3000012698.1,C1
TMUE_3000012731.1,C1
TMUE_3000012736.1,C1
TMUE_3000012744.1,C1
TMUE_3000012746.1,C1
TMUE_3000012853.1,C1
TMUE_3000012862.1,C1
TMUE_3000012864.1,C1
TMUE_3000012866.1,C1
TMUE_3000012873.1,C1
TMUE_3000012874.1,C1
TMUE_3000012878.1,C1
TMUE_3000012913.2,C1
TMUE_3000012920.1,C1
TMUE_3000012940.1,C1
TMUE_3000012942.1,C1
TMUE_3000012959.3,C1
TMUE_3000012969.1,C1
TMUE_3000012981.1,C1
TMUE_3000013034.2,C1
TMUE_3000013040.1,C1
TMUE_3000013066.1,C1
TMUE_3000013122.1,C1
TMUE_3000013124.1,C1
TMUE_3000013131.1,C1
TMUE_3000013152.1,C1
TMUE_3000013166.1,C1
TMUE_3000013192.1,C1
TMUE_3000013226.1,C1
TMUE_3000013286.1,C1
TMUE_3000013322.1,C1
TMUE_3000013404.1,C1
TMUE_3000013455.1,C1
TMUE_3000013460.1,C1
TMUE_3000013484.1,C1
TMUE_3000013494.1,C1
TMUE_3000013497.1,C1
TMUE_3000013499.3,C1
TMUE_3000013505.1,C1
TMUE_3000013560.1,C1
TMUE_3000013578.1,C1
TMUE_3000013588.1,C1
TMUE_3000013592.1,C1
TMUE_3000013637.1,C1
TMUE_3000013664.2,C1
TMUE_3000013673.1,C1
TMUE_3000013676.1,C1
TMUE_3000013707.1,C1
TMUE_3000013714.1,C1
TMUE_3000013715.1,C1
TMUE_3000013737.1,C1
TMUE_3000013739.1,C1
TMUE_3000013809.1,C1
TMUE_3000013824.1,C1
TMUE_3000013831.2,C1
TMUE_3000013839.1,C1
TMUE_3000013844.1,C1
TMUE_3000013894.1,C1
TMUE_3000013914.1,C1
TMUE_3000013914.2,C1
TMUE_3000013927.1,C1
TMUE_3000013995.1,C1
TMUE_3000014029.1,C1
TMUE_3000014031.1,C1
TMUE_3000014073.1,C1
TMUE_3000014077.1,C1
TMUE_3000014089.1,C1
TMUE_3000014110.1,C1
TMUE_3000014141.1,C1
TMUE_3000014169.1,C1
TMUE_3000014189.1,C1
TMUE_3000014198.1,C1
TMUE_3000014229.1,C1
TMUE_3000014289.1,C1
TMUE_3000014293.2,C1
TMUE_3000014299.1,C1
TMUE_3000014332.1,C1
TMUE_3000014335.1,C1
TMUE_3000014363.1,C1
TMUE_3000014378.1,C1
TMUE_3000014395.1,C1
TMUE_3000014407.1,C1
TMUE_3000014432.1,C1
TMUE_3000014433.1,C1
TMUE_3000014438.2,C1
TMUE_3000014455.1,C1
TMUE_3000014458.1,C1
TMUE_3000014472.1,C1
TMUE_3000014496.2,C1
TMUE_3000014539.2,C1
TMUE_3000014574.1,C1
TMUE_3000014584.1,C1
TMUE_3000014631.1,C1
TMUE_3000014688.1,C1
TMUE_3000014707.1,C1
TMUE_3000014712.1,C1
TMUE_3000014716.1,C1
TMUE_3000014784.1,C1
TMUE_3000014786.1,C1
TMUE_3000014803.1,C1
TMUE_3000014808.1,C1
TMUE_3000014836.1,C1
TMUE_3000014875.1,C1
TMUE_3000014879.1,C1
TMUE_M000000030.1,C1
TMUE_0000000034.1,C2
TMUE_0000000040.1,C2
TMUE_0000000058.1,C2
TMUE_0000000069.1,C2
TMUE_0000000073.2,C2
TMUE_0000000078.1,C2
TMUE_0000000101.1,C2
TMUE_0000000121.1,C2
TMUE_0000000122.1,C2
TMUE_0000000146.1,C2
TMUE_0000000163.1,C2
TMUE_0000000164.1,C2
TMUE_0000000179.1,C2
TMUE_0000000186.1,C2
TMUE_0000000187.1,C2
TMUE_0000000214.1,C2
TMUE_0000000225.1,C2
TMUE_0000000234.1,C2
TMUE_0000000258.1,C2
TMUE_0000000266.1,C2
TMUE_0000000274.1,C2
TMUE_0000000279.1,C2
TMUE_0000000284.1,C2
TMUE_0000000289.1,C2
TMUE_0000000298.1,C2
TMUE_0000000303.1,C2
TMUE_0000000307.1,C2
TMUE_0000000347.2,C2
TMUE_0000000364.1,C2
TMUE_0000000388.1,C2
TMUE_0000000392.1,C2
TMUE_0000000408.1,C2
