"","L1_Hatched_1","L1_Hatched_2","L1_Hatched_3","L1_Unhatched_2","L1_Unhatched_3","L1_Unhatched_4","L1_Unhatched_5","L1_Unhatched_6","L1_3hr_2","L1_3hr_3","L1_3hr_4","L1_3hr_6","L1_24hr_1","L1_24hr_2","L1_24hr_3","L1_24hr_4","L1_24hr_5","L1_24hr_6","L2_1","L2_2","L2_3","L2_4","L2_5","L2_6"
"TMUE_3000014541.1",3,0,3,9,1,8,4,4,2,14,2,0,0,14,5,6,0,8,36,48,5,26,21,4
"TMUE_3000014542.1",0,0,0,0,1,146,0,1,3,0,0,0,0,2,0,0,1,0,1,0,26,0,0,18
"TMUE_3000014543.1",0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"TMUE_3000014544.1",56.081,29.9644,7.66062,398.173,368.836,173.18,99.1855,53.3365,15.5417,28.6553,13.8624,0,0,50.1186,93.4236,5.91873,7.9345,85.2623,7.6566,69.754,117.925,159.691,128.043,70.425
"TMUE_3000014544.2",64.8483,0.035598,89.3394,353.837,164.359,216.191,137.751,317.094,9.45825,0,66.1376,12,0,92.8814,66.2642,22.0813,9.36519e-08,40.1761,31.3434,63.5448,23.2252,89.9742,294.883,67.575
"TMUE_3000014544.3",20.0707,0,0,41.9894,91.805,115.63,111.064,74.5697,0,22.3447,0,0,14,0,29.3122,0,17.0655,74.5616,0,41.7012,20.8494,24.3352,22.0739,0
"TMUE_3000014545.1",37.9719,23.6054,68.9119,129.758,88.7739,324.743,154.8,74.9006,11,82.9034,26.2546,17,72.0971,45.0283,36.9021,18.3886,7.11699,42.9285,152.603,98.1846,91.611,51.9391,92.2262,59.697
"TMUE_3000014546.1",0,1,2,7,12,19,5,2,3,0,0,0,0,0,1,0,0,0,2,3,3,1,2,3
"TMUE_3000014547.1",0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014548.1",66.3272,6.89972,131.291,465.356,194.424,267.664,238.834,125.745,48.1129,26.5268,33,10.2949,29.9069,50.3904,86,8,10,37.2656,92.6583,69.1106,20.4414,45.3357,70.5257,14.2334
"TMUE_3000014549.1",0,0,6,5,5,16,8,8,0,0,1,1,0,0,0,1,1,1,0,1,8,1,0,4
"TMUE_3000014550.1",0,0,0,3.25329,13.2163,5.87784,3.77161,4.84792,0,0,2,0,0,1.22114,1.10064,0,1.05927,0,1,0,3.5752,0,1.02858,4.05832
"TMUE_3000014551.1",40.1111,2,54.2635,181.253,145.769,101.078,92.2701,76.4642,0,20.4175,25.4977,5,10.3413,42.098,52.9509,24.5376,0,27.6659,96.9338,118.178,22.5069,64.7757,175.594,14.3547
"TMUE_3000014552.1",64.8889,4,170.736,307.675,228.389,113.721,309.277,123.911,0,16.5825,37.5023,12,23.6587,76.7905,86.9665,24.4624,10,67.3341,155.066,359.822,14.4931,414.224,225.406,14.6453
"TMUE_3000014553.1",0,0,0,0,0,10.3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67988,0,0,0
"TMUE_3000014554.1",3,1,8,3,6,30,5,1,5,5,7,0,1,3,6,0,0,3,4,2,78,7,5,20
"TMUE_3000014555.1",8,5,15,94,57,78,37,28,0,1,0,6,0,20,40,6,4,28,2,8,96,18,48,61
"TMUE_3000014556.1",0,1,0,2,2,21,0,2,0,0,0,0,0,0,2,0,0,2,0,0,9,0,1,2
"TMUE_3000014557.1",97.5029,50,108.819,265.445,215.594,732.484,205.671,178.432,34,55.536,74,13,26.6479,28.7337,87.5623,41,18,71.861,284.62,217.314,151.956,74,140,144.977
"TMUE_3000014558.1",0,0,0,0,0,0,9.77675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014558.2",9.49712,0,21.181,85.5547,44.4063,85.5155,46.552,21.5685,0,14.464,10,0,4.35206,16.2663,20.4377,18,5,25.139,12.3804,13.6858,1.04429,3,6,1.02267
"TMUE_3000014559.1",5,1,70,26,27,18,60,26,0,7,30,1,2,0,2,9,2,5,24.8758,6,2,3,1,0
"TMUE_3000014560.1",68,7,148,342,252,375,401,172,22,27,61,18,58,158,98,79,15,141,354,461,73,392,329,97
"TMUE_3000014561.1",113,43,144,488,226,528,350,122,12,31,74,9,19,105,97,59,21,82,145,158,109,160,128,225
"TMUE_3000014562.1",18,6,1,5,1,92,35,31,0,5,21,17,1,18,4,14,1,15,25,28,35,26,10,67
"TMUE_3000014563.1",86,16,76,238,189,522,238,89,15,71,83,19,71,152,223,96,50,180,631,630,158,625,550,112
"TMUE_3000014564.1",196,48,99,794.893,429.519,660.925,486,224,47,160,114,18,32,271,291,48,35,230,305,423,303,367.921,460.889,218
"TMUE_3000014565.1",0,1,3,34,1,34.3329,10,10.2035,7,34,17,0,3,18,29.9768,2,0,5,0,0,5,1,10,3
"TMUE_3000014566.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"TMUE_3000014567.1",30.1735,12.7156,21.5704,168.105,44.3644,112.427,254.071,64.8719,0,10.149,7.82612,0,0,2.15091,1.16493,1.14229,1.09153,0,14.5076,6.60117,6.28182,8.59433,7.61169,4.15442
"TMUE_3000014568.1",55,11,126,243,122,126,202,98,11,20,52,20,18,36,37,17,10,35,168,133,19,129,119,28
"TMUE_3000014569.1",68,4,103,238,142,134,137,94,14,37,49,16,19,46,39,17,12,28,150,81,27,85,113,23
"TMUE_3000014570.1",3.99999,6.99995,2.99999,0,2,12,0,0,0,0,4.49032,0.999997,6.08848,4.9691,8.7167,8.6568,3,7.4532,158.481,77.1708,10.2812,23.1644,57.6785,7.64625
"TMUE_3000014571.1",80.4753,11,144.061,103.588,110.681,121.035,96,110.887,1,13,37.8629,14,47,72.5205,14,47.8245,13,48.57,383.689,270.431,43.9119,90,176.405,48.7189
"TMUE_3000014572.1",114.418,20.9682,68.7131,309.294,156.502,457.045,266.012,185.402,9,61.6157,38.8115,1.99995,17.3543,20.3546,39.4573,6.35798,10,22.9838,151.692,78.0394,38.5949,73.5841,144.437,49.7492
"TMUE_3000014573.1",173.593,32,182.157,569.709,423.922,457.135,374.159,259.025,51.0727,44.0961,77.5842,14.6127,18.5308,112.767,64.2087,18.1001,15.5491,110.952,134.556,176.462,52.3151,167.048,222.261,69.4059
"TMUE_3000014574.1",583.638,98.601,441.196,1807.94,677.499,964.248,1326.46,851.827,102.44,138.331,230.425,12.6449,114.803,255.549,314.307,86.2324,41.2497,367.915,797.444,889.138,193.439,708.216,976.079,218.05
"TMUE_3000014575.1",115.166,0,159.254,555.82,621.88,158.03,415.175,394.854,0,102.275,92.6867,5,35.9754,165.296,155.791,32.0076,8.70473,124.976,108.696,196.234,12.8931,144.462,232.139,13.2155
"TMUE_3000014576.1",19.6252,3.75894,73.2047,198.686,50.2908,96.7555,75.1754,25.9769,49.4074,43.944,28.6793,0,0,17.2757,29.3681,16.8038,17.2591,0,50.7769,36.9471,19.8527,49.0043,19.073,0.0173389
"TMUE_3000014577.1",328.668,18.7203,282.142,1022.61,421.749,544.147,1408.01,370.526,67.6856,215.686,592.527,184.378,95.862,297.48,235.205,138.46,62.5195,214.436,746.182,739.041,134.928,847.829,410.59,127.087
"TMUE_3000014578.1",273.383,12.2547,46.9029,856.623,95.8587,421.586,272.746,50.3222,34.2852,60.6116,168.024,38.7914,4.02308,5.07542,7.98902,7.67029,2.76756,17.8546,51.7579,58.2066,17.3077,72.8298,71.4148,23.6248
"TMUE_3000014578.2",534.617,678.745,922.097,987.377,1245.14,2857.41,1028.25,1576.68,134.715,52.3884,233.976,23.2086,2.97692,16.7274,21.011,27.4717,18.2324,5.14543,8.24215,12.923,1041.69,2.00368,77.5852,439.375
"TMUE_3000014578.3",0,0,0,0,0,0,0,0,0,0,0,0,0,20.1972,0,5.858,0,0,0,7.87039,0,23.1665,0,0
"TMUE_3000014579.1",37,3,48,66,44,120,203,105,8,20,8,1,0,18,14,4,4,7,116,125,30,133,76,18
"TMUE_3000014580.1",0,0,2,3,6,21,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,2,5,2
"TMUE_3000014581.1",0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014582.1",268,14,93,1046,362,425,399,139,25,70,45,20,42,87,127,20,14,90,99,95,42,99,153,55
"TMUE_3000014583.1",17,4,38.7302,57.5013,52.3627,69.1603,108.177,149.823,0,19.7081,20.9497,12.8885,3,19,31.5846,7.6099,0,21.5619,62.3295,79.8629,16.6444,74.042,35.8332,29.5476
"TMUE_3000014584.1",0,14,19,22.9999,18,366,136,255,0,0,11,0,3,0,0,18.737,9,0,15,24,102,11,23.9983,75
"TMUE_3000014584.2",23,0,0,8.35827e-05,0,0,0,0,9,8,0,0,0,0,4,8.26301,0,11,0,0,0,0,0.00167649,0
"TMUE_3000014585.1",77,27,70,175,148,200,152,138,47,89,91,18,22,84,150,48,22,122,580,390,65,224,424,69
"TMUE_3000014586.1",88,27,281,352,291,586,415,323,45,38,84,23,22,71,111,75,37,67,484,293,113,162,242,102
"TMUE_3000014587.1",150,20,256,681,459,345,693,289,66,107,221,48,67,213,226,84,56,225,366,616,46,535,339,56
"TMUE_3000014588.1",33,13,49,181,65,109,132,45,4,22,47,6,15,42,64,17,7,24,132,170,21,188,201,14
"TMUE_3000014589.1",0,1,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,1,4
"TMUE_3000014590.1",4.66504,0,7,8.26035,10.536,110.407,30.4523,12.3707,0,5.33869,5.91338,2,0,1,9.68845,0,5.60659,1.20457,7.06184,13.3622,39.7513,12.0357,12.5481,21.623
"TMUE_3000014591.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014592.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TMUE_3000014593.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014594.1",0,0,0,0,1.44902,7.67041,2.67164,0,0,1,0,0,0,0,0,0,1,1,3,0,1.3467,0,2.00332,5.24896
"TMUE_3000014595.1",1.05537,1,2.63388,20.337,6.23669,69.8714,11.4959,14.482,0,20,7.72402,3,0,2.01619,12,0,0,1.00993,3.05172,7.05753,9.10024,8.14059,11.1159,10.1166
"TMUE_3000014596.1",0,0.75,0,0,0,2.97796,1.23946,0.75,0,0,0,0,0,0,0,0,0,0,0,0.2838,0,0,0,0
"TMUE_3000014597.1",0,0,0,0,0,49.0071,0,2.17763,0.00909285,0,0,0,0,0,0,0,0,0,0,4.21519,10.348,0,0,36.4099
"TMUE_3000014598.1",0,0.75,0,0,0,2.97796,1.23946,0.75,0,0,0,0,0,0,0,0,0,0,0,0.2838,0,0,0,0
"TMUE_3000014599.1",0,0,0,6.59129,5.55098,61.4661,10.3284,0,9,0,0,0,0,1,2,0,0,0,0,0,13.027,0,0,13.1041
"TMUE_3000014600.1",0,0,0,0,0.85103,0,0,0,1.42902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014601.1",0,0,0,0,0.0106763,0,6.37029,5.96729,0,0,3.7597,0.16374,0,0,0,0,0,0,0,7.37396,23.7827,3.51545,0,29.444
"TMUE_3000014602.1",0,0,0,0.5,0.5,17.3869,5.07989,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1.2437,1,1
"TMUE_3000014603.1",2,0,4.41463,34.7578,33.6791,43.0286,47.0719,32.9356,10.2268,2.89864,2,0,1,8,11.5595,3,0,9.19257,27.5648,0,22.4937,21.136,18.9362,14.5702
"TMUE_3000014603.2",0,7.18869,0,19.3747,13.3209,238.679,16.9281,0,10.2847,5.11179,0,0,0,0,6.27013,0,1,0,7.40326,39.4083,58.5104,12.7146,30.0355,38.07
"TMUE_3000014604.1",4.02405,0,0,0,0,1.8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91778,0,0,0
"TMUE_3000014605.1",0,0,0,0.70347,0,12.6223,0,0,0,0,0,0.635087,0,0,0,0,0,0,0,0,0,0,0,2.76151
"TMUE_3000014606.1",0,0,0,3.03718,2.94184,0,3.02233,0,0,0,0,0,0,0,3.14357,0,0,0,4.34986,3.24188,2.46526,0,0,0
"TMUE_3000014606.2",0,0,0,0,0,0,0,0.00211518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156745,0
"TMUE_3000014606.3",0,0,0,5.58997,0,0,0,0,0,6.06525,0,0,0,0,0,0,0,0,16.1066,19.262,0,0.000567781,12.1493,6.12752
"TMUE_3000014606.4",0,0,0,0,0,0,0,12.9524,0,0,0,0,0,0,0,0,0,0,5.18069,0,0,6.3228,6.41262,0
"TMUE_3000014606.5",70,0.249535,52.6254,187.373,90.1828,121.831,106.227,52.7326,0,3.93475,2,7,15,22.9239,27.8564,26,5,5.68579,152.214,54.221,3.12869,18.6459,58.4852,2.67432
"TMUE_3000014607.1",0,0,14.6215,34.6743,22.2223,15.9491,41.2013,10.3871,0,5.20715,7.16024,0,1.1734,1.93944,7.86566,2.30828,4.88929,5.54029,92.2809,50.3904,7.76597,22.13,33.7662,7.20446
"TMUE_3000014608.1",0.0580998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014609.1",0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,7,0,0,0
"TMUE_3000014610.1",9,0,13.6,10.4,1.86667,6,11.7857,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
"TMUE_3000014611.1",37.6879,0,139.373,50.157,158.084,57.4775,177.143,98.0301,0,11.7755,39.9055,25.8773,3.71718,49.0924,55.1825,21.2145,5.00833,15.0581,84.7054,62.282,2.30371,25.4246,27.0355,4.43403
"TMUE_3000014611.2",0,16.3399,0,32.6708,27.9939,161.265,15.4103,14.0722,25.2029,0,7.29936,0,0,0,0,0,0,0,10.0334,19.2441,27.5743,0,0,16.4185
"TMUE_3000014612.1",0,0,0,0,0,8.5,0,0,0,0,0,0,0,0.000178438,0,0,0,0,7.46515e-06,2.99547,1,0.000289016,0,0
"TMUE_3000014613.1",6.2,5.5,44.625,98,20.5,207.732,55.1111,28,1.5,0,21.6,11,0.5,12,15.5,1,6,23,30,19.2,7.14286,7,13,24.1176
"TMUE_3000014614.1",1.5,3,0,4.33333,0,11,1.5,1,0,2.5,0,0,0,17,4,2,1.5,0,36.1538,40.3571,38.88,45.75,30.3673,33.2308
"TMUE_3000014615.1",246.689,7.15221,413.413,620.485,401.749,347.827,446.597,375.154,38.4916,58.7513,130.964,41.6154,42.3685,108.927,87.6211,48.9103,14.6795,60.7531,267.141,192.973,0,177.279,146.963,32.8309
"TMUE_3000014616.1",1.14694,0,2.0757,14.1701,1.51964,11.5352,5,3.67625,0,0.702391,1.5,0,0,1,0,0,0,0,0,1.07686,1.70022,1,2.95774,3.24021
"TMUE_3000014617.1",75.0299,4.13755,59.8718,161.571,126.868,56.7528,95.6622,57.9288,5.39496,4.90142,21.8973,2.48305,7.5,16.7824,23.809,7.48279,4.48116,32.1895,19.9241,48.5026,7.91655,44.4114,32.0238,9.97923
"TMUE_3000014618.1",0,1.04819,2.33861,0,1.21077,39.6527,0,0,0,0.540021,0,0,0,7.36098,0,0,0,0,16.7837,12.5789,5.0889,7.48629,0,9.29815
"TMUE_3000014619.1",0,0,11.9006,81.3603,0,6.62353e-05,13.3436,16.8908,0,0,0,0,0,0,2.54373,0,0,0,0,1.77558,0,0,0,0
"TMUE_3000014619.2",0,0,2.53035,12.4619,0,64.4411,229.878,3.10916,0,0,0,0,0,0,0.456275,0,0,0,5,0.224425,0,0,0,0
"TMUE_3000014619.3",25,77,11.569,78.1779,27,329.559,275.778,3.47913e-06,4,7,1,9,1,5,0,0,0,3,0,0,0,0,1,0
"TMUE_3000014620.1",0,0,20.4803,23.8791,13.7104,23.9901,13.663,10.4058,0,6.85243,3.39216,0,0,13.6866,34.146,0,0,3.46815,23.8767,45.0806,20.742,16.8966,24.0242,24
"TMUE_3000014621.1",0,0.5,1,1.5,0,10.5,0,4,0,0,0,0,0,0,0,0,0,0,0.5,0,9,1,10.5,4
"TMUE_3000014622.1",1,4.68973,0.263354,1,4.5609,116.653,7.53484,6.85782,1,0,3.89008,2,0,5,1,0,0,3,7.06488,5.82464,44.5616,9.82706,9.87515,24.627
"TMUE_3000014623.1",14.9977,7,17.2695,62.5252,0.0430573,0,68,15,0,11,6,0,19,0.229441,7.99949,0,4,10,37.2872,39.9176,8.99966,29.9977,0,3.20493
"TMUE_3000014623.2",0,0,0,0,0,31.0843,0,0,0,0,0,0,0,33.7706,0,3,0,0,0,0,0,0,0,0
"TMUE_3000014623.3",0.00230318,0,14.7305,9.47484,58.7872,11.24,0,0,0,0,0,0,0,0,0.000506084,0,0,0,0,0,0.000338722,0.00226527,27,18.7951
"TMUE_3000014624.1",77,2,78,302,209,128,264,157,4,23,47,0,13,29,81,32,6,72,111,159,6,159,198,24
"TMUE_3000014625.1",3.92157,2.71442,24.2745,25.6108,38.1476,92.7137,78.0115,44.9118,0,2.41701,17.342,8.45264,5.4159,1.25379,5.75758,5.00968,2.12773,7.02577,34.531,23.3661,3,12.0118,23.1788,6.81515
"TMUE_3000014625.2",14.0784,2.28558,23.3059,67.7057,37.8524,4.80995,75.8106,7.08821,0,17.583,31.658,8.54736,4.5841,17.7462,24.2424,20.9903,3.87227,41.9742,186.652,143.634,4,74.9882,85.8212,1.18485
"TMUE_3000014626.1",0,1,6.41956,12.6835,19.4985,32.9935,6.17784,2,15,5,5,0,1,3.26256,4.29468,2,3,5,17.8167,3,4.09797,8.17395,2,2
"TMUE_3000014627.1",86,3,75,130,92,112,121,73,14,17,20,0,6,55,63,28,7,76,286,245,39,135,172,21
"TMUE_3000014628.1",258,7,391,712,400,309,469,255,39,59,126,9,59,187,234,74,30,177,704,674,39,449,497,50
"TMUE_3000014629.1",3,1,0,10.9691,9,13.4249,7.80064,4.30055,0,1,0,0,0,5,3.04305,1,2,0,2,2,9.23083,1,7.14763,14.2012
"TMUE_3000014630.1",28,0,16,88,95,43,65,32,0,4,15,0,6,11,1,0,0,3,32,16,1,27,20,0
"TMUE_3000014631.1",94,7,161,530,385,304,224,198,2,20,49,0,16,78,64,6,7,30,160,108,34,77,98,19
"TMUE_3000014632.1",16,4,10,70,48,57,65,24,18,7,30,0,5,53,49,11,1,50,35,49,26,84,63,25
"TMUE_3000014633.1",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
"TMUE_3000014634.1",1,0,0,3,0,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"TMUE_3000014635.1",0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,2,0,0,20,11,12,1,5,14
"TMUE_3000014636.1",1.16743,0,1,1.105,0,33.6614,4,2.40259,1,4.73032,3.10584,0,0,0,1,0,1,1,2,1,1.00381,0,0,3
"TMUE_3000014637.1",71,0,98,332,130,185,201,72,38,48,47,12,6,35,62,19,6,52,34,26,5,27,37,7
"TMUE_3000014638.1",125.671,19,326.227,482.268,507.169,388.041,531.336,424.012,99.8019,70.787,88.661,4,11.4736,87.3322,101.486,54.3268,14,81.3579,340.739,276.573,44,195.665,197.506,40.9743
"TMUE_3000014639.1",177,9,376,457,243,164,367,124,91,108,190,19,138,151,267,128,62,173,582,468,17,327,232,17
"TMUE_3000014640.1",0,1,6,0,0,1,4,1,0,0,1,3,0,0,1,0,0,0,4,5,1,4,0,0
"TMUE_3000014641.1",0,0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,4,0,4,0,1,1,0,6
"TMUE_3000014642.1",0,0,5,0,0,62,3,2,0,1,2,0,2,0,1,1,0,1,4,0,4,1,0,5
"TMUE_3000014643.1",0,0,1,0,2,18,5,1,0,0,2,0,0,0,1,1,0,1,0,2,0,1,0,1
"TMUE_3000014644.1",49,55,181,119,199,789,246,105,30,15,41,7,40,30,35,45,27,52,272,183,240,103,94,311
"TMUE_3000014645.1",2,4,12,1,10,40,4,3,0,0,1,0,6,2,0,0,2,0,8,1,15,2,2,11
"TMUE_3000014646.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TMUE_3000014647.1",0,0,0,2,0,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1
"TMUE_3000014648.1",0,1,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"TMUE_3000014649.1",1803,59,4051,4916,2574,1934,3265,1740,621,1061,1508,350,78,226,255,156,24,190,1767,1047,128,890,748,124
"TMUE_3000014650.1",17,18,17,82,42,209,91,45,3,12,15,1,17,11,4,1,1,8,17,26,56,20,11,44
"TMUE_3000014651.1",212,32,386,663,545,447,428,541,63,117,183,94,74,229,220,164,72,248,674,708,246,599,655,257
"TMUE_3000014652.1",0,0,1,0,5,9,4,2,0,4,2,0,0,3,0,2,0,0,0,0,4,0,0,2
"TMUE_3000014653.1",0,0,0,1,3,6,8,3,0,0,8,0,0,0,0,2,0,1,0,4,3,1,0,2
"TMUE_3000014654.1",116,9,134,440,193,385,591,162,46,121,396,95,223,457,435,207,64,327,1500,1318,154,1981,1256,177
"TMUE_3000014655.1",65.9711,0,66.5779,173.524,85.6239,72.5124,114.851,50.9522,1,0,8.16636,0,7,16.9731,40.9838,8.07053,6,22.7136,197.247,251.626,4.35887,220.051,211.153,4.12283
"TMUE_3000014656.1",2,2,9,18,5.15981,77.4884,21,16,0,1,1,1,7,3,1,1,1,3,11,2.20297,8,5.64122,4,17
"TMUE_3000014657.1",1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014658.1",0,0,5,0,0,17,4,2,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
"TMUE_3000014659.1",0,0,0,0,0,4.05316,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3.23765
"TMUE_3000014660.1",14,0,0,7,12,11.8453,6.95998,8.3991,0,0,3,0,0,0,0,0,0,0,1.83394,8.39591,1.439,6.9577,1.78084,0
"TMUE_3000014660.2",0,2,2,0,0,3.15474,6.04002,2.6009,0,1,1,0,0,0,0,0,0,0,2.16606,2.60409,1.561,4.0423,6.21916,3
"TMUE_3000014661.1",62,19,172,176,177,546,208,169,4,64,79,39,38,63,45,32,11,59,459,302,242,129,210,179
"TMUE_3000014662.1",28.7507,14.1527,60.5278,54.3229,69.7462,232.059,92.154,54.8331,8.03076,13.7183,27.0497,8.75117,6.11558,1.6459,13.1366,10.5555,2.25358,6.72436,63.3268,59.263,83.9597,43.3251,26.3714,85.7734
"TMUE_3000014662.2",204.932,29.6245,499.842,350.134,323.06,1177.89,610.568,218.266,82.4817,103.463,132.342,24.0253,55.8788,29.5143,35.8634,32.4445,11.2584,18.5696,411.086,208.841,218.688,225.653,95.5772,271.832
"TMUE_3000014663.1",18,2,34.5652,49.1143,47.8477,32,48.4068,66.0454,2,19,17,5,14,27,19,9,14,28,308.955,273.967,103,171,149.867,37
"TMUE_3000014664.1",13.1355,1.64474,70.088,126.648,98.4351,58.1203,165.122,122.182,10.7139,4.13599,30.7265,0,19.9179,28.7506,14.0077,44.8237,16.4888,14.4405,125.065,164.985,28.6436,116.604,53.7237,48.3438
"TMUE_3000014664.2",17.8645,5.35526,44.912,53.3524,85.5649,54.8797,152.878,101.818,16.2861,18.864,42.2735,16,6.08213,41.2494,45.9923,17.1763,19.5112,56.5595,73.9349,148.015,40.3564,122.396,86.2763,13.6562
"TMUE_3000014665.1",541,13,140,1408,940,683,721,486,156,225,172,8,50,174,225,46,20,184,76,199,40,333,441,43
"TMUE_3000014666.1",88.5503,6.14195,109.357,133.55,195,275.09,194.641,74.7254,18.774,0,10.4282,0,24.4028,24.3921,12.1574,18.5211,9,18.6759,145.65,93.3626,18,47.8571,91.8962,18
"TMUE_3000014666.2",15.4497,4.85805,16.6428,219.45,0,60.9101,172.359,117.275,6.22598,10,32.5718,16,13.5972,15.6079,18.8426,4.47887,0,3.32407,74.3502,88.6374,0,59.1429,48.1038,0
"TMUE_3000014667.1",99,17,121.108,475.325,172,447.24,298.606,107,30,26,37,3,3,17,25,1,3,9,119,72,19.1195,78,70,20
"TMUE_3000014668.1",66.8408,6.99887,140.819,325.285,229.241,308.268,256.278,123.698,16.3503,32.8988,44.6159,13.427,22.1661,58.823,75.9454,48.9386,20.0723,48.1282,167.09,237.096,84.4118,184.982,166.767,40.4896
"TMUE_3000014669.1",4,10,0,1,10,38,3,1,11,0,0,3,0,1,0,0,0,1,14,104,100,99,86,65
"TMUE_3000014670.1",3,0,1,6,3,40,5,0,0,0,1,7,1,12,10,8,2,20,1194,1828,274,3854,2561,341
"TMUE_3000014671.1",13.4791,0,2,5.93765,8.23853,5.78213,7.19644,3.98952,3.64848,2.598,1,0,1.64733,4,4.60399,0,0,12.1332,698.485,948.946,91.9396,983.905,1043.47,63.3477
"TMUE_3000014672.1",214,16,436,736,480,372,360,244,13,79,63,12,29,78,81,46,13,57,512,324,30,192,341,46
"TMUE_3000014673.1",6.7016,0,3.65641,7.15475,0,0,6.37461,4.53911,0,0,0,0,0,10.1299,3.80196,0,0,3.84612,3.61651,15.6488,0,7.12261,15.8352,5.23455
"TMUE_3000014673.2",452.298,10,675.344,1093.85,784,468,1263.63,884.461,118,377,794,185,358,804.87,754.198,418,138,871.154,2952.38,4285.35,71,3824.88,2587.16,79.7654
"TMUE_3000014674.1",0,1,5,12,17,15,19,8,0,4,1,1,2,15,5,0,0,5,620,912,165,1158,873,196
"TMUE_3000014675.1",52,14,141.863,219,166,565,377,229.832,20,41,19,6,96.991,160.694,91,130,38.0543,68,156,97,69,55,18,52.8261
"TMUE_3000014676.1",55,4,36,203,119,214,178,197,6,44,34,13,63,54,37,25,19,45,179,139,35,80,166,74
"TMUE_3000014677.1",749,89,369,2965,1779,1989,1300,821,114,186,123,9,23,233,207,43,37,216,150,137,197,224,353,196
"TMUE_3000014678.1",6.32799,5,6,2,6,90,23,2,0,5,3,0,0,0,1,2,7,7,14,0,10,3,4,8
"TMUE_3000014679.1",1,1,5,0,0,44,9,4,13,5,15,1,10,22,21,23,3,19,15,8,7,7,4,7
"TMUE_3000014680.1",401.065,23.7196,706.064,1251.61,986.581,661.535,1150.52,621.037,49.8732,141.551,178.262,87.9687,75.9641,242.824,247.093,106.796,41.3001,212.474,619.061,694.59,125.179,586.648,400.328,87.5286
"TMUE_3000014681.1",4,4,4,7,3,0,7,2,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0
"TMUE_3000014682.1",0,0,7,8,2,44,14,7,0,4,0,0,0,0,2,0,0,0,3,1,0,0,0,2
"TMUE_3000014683.1",132,12,289,452,285,345,313,217,71,84,69,29,37,69,142,22,21,89,85,63,12,31,93,12
"TMUE_3000014684.1",157,6,385,306,483.637,305.432,345.754,344,46,49,139,23,60,50,44,74,15,82,385.344,295,46,114,186,40.5218
"TMUE_3000014684.2",0,0,0,0,4.36271,30.5682,4.24584,0,0,0,0,0,0,0,0,0,0,0,5.65569,0,0,0,0,1.4782
"TMUE_3000014685.1",4,3,9,6,17,69,8,15,14,2,1,0,0,0,0,3,0,0,11,8,5,1,2,6
"TMUE_3000014686.1",12.8051,0,0,0,0,39.5566,3.81664,24.8919,0,0,0,0,0,15.8716,0,0,0,22.5745,0,41.1733,2.36774e-08,106.766,97.5656,0
"TMUE_3000014686.2",0,0,0,0,0,0,32.3096,0,0,0,0,0,0,0,0,0,0,0,35.4723,0,37.521,0,0,12.2678
